,RespHOH_3,Rel1_1,Rel2_4,Education_3,Age_1,Gender_1,Rel3_2,RespHOH_1,Rounds,Rel1_4,subsidy,Education_1,Gender_3,country,Education_4,Rel2_2,envProduction,Education_2,Rel3_1,Rel3_3,Rel1_2,primary_farming_4,production,primary_farming_2,Rel2_3,Age_2,GameID,Gender_4,Rel2_1,Age_3,Gender_2,Rel1_3,Age_4,env,RespHOH_2,primary_farming_3,RespHOH_4,primary_farming_1,Rel3_4,Treatments
8749,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,1,0.66,1.0,11.0,1.0,KEN,12.0,0.66,23364.0,12.0,0.66,0.66,0.66,0.0,177.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,132.0,1.0,0.0,0.0,0,0.66,T2
8750,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,1,0.66,0.0,11.0,1.0,KEN,12.0,0.66,38745.0,12.0,0.66,0.66,0.66,0.0,315.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,123.0,1.0,0.0,0.0,0,0.66,T3
8751,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,1,0.66,1.0,11.0,1.0,KEN,12.0,0.66,0.0,12.0,0.66,0.66,0.66,0.0,0.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,144.0,1.0,0.0,0.0,0,0.66,T4
8752,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,1,0.66,1.0,11.0,1.0,KEN,12.0,0.66,26780.0,12.0,0.66,0.66,0.66,0.0,206.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,130.0,1.0,0.0,0.0,0,0.66,T5
8753,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,2,0.66,0.0,11.0,1.0,KEN,12.0,0.66,49392.0,12.0,0.66,0.66,0.66,0.0,441.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,112.0,1.0,0.0,0.0,0,0.66,T1
8754,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,2,0.66,1.0,11.0,1.0,KEN,12.0,0.66,33625.0,12.0,0.66,0.66,0.66,0.0,269.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,125.0,1.0,0.0,0.0,0,0.66,T2
8755,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,2,0.66,0.0,11.0,1.0,KEN,12.0,0.66,29312.0,12.0,0.66,0.66,0.66,0.0,229.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,128.0,1.0,0.0,0.0,0,0.66,T3
8756,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,2,0.66,1.0,11.0,1.0,KEN,12.0,0.66,8400.0,12.0,0.66,0.66,0.66,0.0,60.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,140.0,1.0,0.0,0.0,0,0.66,T4
8757,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,2,0.66,1.0,11.0,1.0,KEN,12.0,0.66,29952.0,12.0,0.66,0.66,0.66,0.0,234.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,128.0,1.0,0.0,0.0,0,0.66,T5
8758,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,3,0.66,0.0,11.0,1.0,KEN,12.0,0.66,36890.0,12.0,0.66,0.66,0.66,0.0,310.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,119.0,1.0,0.0,0.0,0,0.66,T1
8759,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,3,0.66,1.0,11.0,1.0,KEN,12.0,0.66,36542.0,12.0,0.66,0.66,0.66,0.0,302.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,121.0,1.0,0.0,0.0,0,0.66,T2
8760,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,3,0.66,0.0,11.0,1.0,KEN,12.0,0.66,0.0,12.0,0.66,0.66,0.66,0.0,0.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,144.0,1.0,0.0,0.0,0,0.66,T3
8761,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,3,0.66,1.0,11.0,1.0,KEN,12.0,0.66,38880.0,12.0,0.66,0.66,0.66,0.0,324.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,120.0,1.0,0.0,0.0,0,0.66,T4
8762,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,3,0.66,1.0,11.0,1.0,KEN,12.0,0.66,16214.0,12.0,0.66,0.66,0.66,0.0,121.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,134.0,1.0,0.0,0.0,0,0.66,T5
8763,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,4,0.66,0.0,11.0,1.0,KEN,12.0,0.66,33638.0,12.0,0.66,0.66,0.66,0.0,278.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,121.0,1.0,0.0,0.0,0,0.66,T1
8764,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,4,0.66,1.0,11.0,1.0,KEN,12.0,0.66,31496.0,12.0,0.66,0.66,0.66,0.0,254.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,124.0,1.0,0.0,0.0,0,0.66,T2
8765,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,4,0.66,0.0,11.0,1.0,KEN,12.0,0.66,15504.0,12.0,0.66,0.66,0.66,0.0,114.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,136.0,1.0,0.0,0.0,0,0.66,T3
8766,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,4,0.66,1.0,11.0,1.0,KEN,12.0,0.66,23760.0,12.0,0.66,0.66,0.66,0.0,180.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,132.0,1.0,0.0,0.0,0,0.66,T4
8767,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,4,0.66,1.0,11.0,1.0,KEN,12.0,0.66,8400.0,12.0,0.66,0.66,0.66,0.0,60.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,140.0,1.0,0.0,0.0,0,0.66,T5
8768,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,5,0.66,0.0,11.0,1.0,KEN,12.0,0.66,40832.0,12.0,0.66,0.66,0.66,0.0,352.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,116.0,1.0,0.0,0.0,0,0.66,T1
8769,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,5,0.66,1.0,11.0,1.0,KEN,12.0,0.66,23400.0,12.0,0.66,0.66,0.66,0.0,180.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,130.0,1.0,0.0,0.0,0,0.66,T2
8770,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,5,0.66,0.0,11.0,1.0,KEN,12.0,0.66,29025.0,12.0,0.66,0.66,0.66,0.0,225.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,129.0,1.0,0.0,0.0,0,0.66,T3
8771,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,5,0.66,1.0,11.0,1.0,KEN,12.0,0.66,0.0,12.0,0.66,0.66,0.66,0.0,0.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,144.0,1.0,0.0,0.0,0,0.66,T4
8772,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,5,0.66,1.0,11.0,1.0,KEN,12.0,0.66,19932.0,12.0,0.66,0.66,0.66,0.0,151.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,132.0,1.0,0.0,0.0,0,0.66,T5
8773,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,6,0.66,0.0,11.0,1.0,KEN,12.0,0.66,37128.0,12.0,0.66,0.66,0.66,0.0,312.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,119.0,1.0,0.0,0.0,0,0.66,T1
8774,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,6,0.66,1.0,11.0,1.0,KEN,12.0,0.66,26797.0,12.0,0.66,0.66,0.66,0.0,211.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,127.0,1.0,0.0,0.0,0,0.66,T2
8775,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,6,0.66,0.0,11.0,1.0,KEN,12.0,0.66,0.0,12.0,0.66,0.66,0.66,0.0,0.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,144.0,1.0,0.0,0.0,0,0.66,T3
8776,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,6,0.66,1.0,11.0,1.0,KEN,12.0,0.66,0.0,12.0,0.66,0.66,0.66,0.0,0.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,144.0,1.0,0.0,0.0,0,0.66,T4
8777,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,6,0.66,1.0,11.0,1.0,KEN,12.0,0.66,12420.0,12.0,0.66,0.66,0.66,0.0,90.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,138.0,1.0,0.0,0.0,0,0.66,T5
8778,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,7,0.66,0.0,11.0,1.0,KEN,12.0,0.66,40595.0,12.0,0.66,0.66,0.66,0.0,353.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,115.0,1.0,0.0,0.0,0,0.66,T1
8779,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,7,0.66,1.0,11.0,1.0,KEN,12.0,0.66,23530.0,12.0,0.66,0.66,0.66,0.0,181.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,130.0,1.0,0.0,0.0,0,0.66,T2
8780,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,7,0.66,0.0,11.0,1.0,KEN,12.0,0.66,45144.0,12.0,0.66,0.66,0.66,0.0,396.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,114.0,1.0,0.0,0.0,0,0.66,T3
8781,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,7,0.66,1.0,11.0,1.0,KEN,12.0,0.66,23364.0,12.0,0.66,0.66,0.66,0.0,177.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,132.0,1.0,0.0,0.0,0,0.66,T4
8782,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,7,0.66,1.0,11.0,1.0,KEN,12.0,0.66,26880.0,12.0,0.66,0.66,0.66,0.0,210.0,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,128.0,1.0,0.0,0.0,0,0.66,T5
8783,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,8,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T1
8784,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,8,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T2
8785,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,8,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T3
8786,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,8,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T4
8787,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,8,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T5
8788,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,9,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T1
8789,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,9,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T2
8790,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,9,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T3
8791,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,9,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T4
8792,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,9,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T5
8793,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,10,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T1
8794,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,10,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T2
8795,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,10,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T3
8796,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,10,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T4
8797,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,10,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T5
8798,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,11,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T1
8799,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,11,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T2
8800,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,11,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T3
8801,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,11,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T4
8802,1.0,0.33,0.66,8.0,41.0,0.0,0.66,0.0,11,0.66,,11.0,1.0,KEN,12.0,0.66,,12.0,0.66,0.66,0.66,0.0,,1.0,0.66,30.0,5ONT,0.0,0.66,34.0,1.0,0.66,37.0,,1.0,0.0,0.0,0,0.66,T5
8803,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,1,0.66,0.0,7.0,0.0,KEN,8.0,0.66,25545.0,9.0,0.66,0.0,0.0,1.0,195.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,131.0,1.0,1.0,0.0,1,0.66,T1
8804,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,1,0.66,1.0,7.0,0.0,KEN,8.0,0.66,37392.0,9.0,0.66,0.0,0.0,1.0,304.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,123.0,1.0,1.0,0.0,1,0.66,T2
8805,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,1,0.66,0.0,7.0,0.0,KEN,8.0,0.66,35793.0,9.0,0.66,0.0,0.0,1.0,291.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,123.0,1.0,1.0,0.0,1,0.66,T3
8806,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,1,0.66,1.0,7.0,0.0,KEN,8.0,0.66,45124.0,9.0,0.66,0.0,0.0,1.0,389.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,116.0,1.0,1.0,0.0,1,0.66,T4
8807,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,1,0.66,1.0,7.0,0.0,KEN,8.0,0.66,23760.0,9.0,0.66,0.0,0.0,1.0,180.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,132.0,1.0,1.0,0.0,1,0.66,T5
8808,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,2,0.66,0.0,7.0,0.0,KEN,8.0,0.66,41624.0,9.0,0.66,0.0,0.0,1.0,344.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,121.0,1.0,1.0,0.0,1,0.66,T1
8809,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,2,0.66,1.0,7.0,0.0,KEN,8.0,0.66,21945.0,9.0,0.66,0.0,0.0,1.0,165.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,133.0,1.0,1.0,0.0,1,0.66,T2
8810,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,2,0.66,0.0,7.0,0.0,KEN,8.0,0.66,29025.0,9.0,0.66,0.0,0.0,1.0,225.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,129.0,1.0,1.0,0.0,1,0.66,T3
8811,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,2,0.66,1.0,7.0,0.0,KEN,8.0,0.66,44694.0,9.0,0.66,0.0,0.0,1.0,382.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,117.0,1.0,1.0,0.0,1,0.66,T4
8812,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,2,0.66,1.0,7.0,0.0,KEN,8.0,0.66,18225.0,9.0,0.66,0.0,0.0,1.0,135.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,135.0,1.0,1.0,0.0,1,0.66,T5
8813,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,3,0.66,0.0,7.0,0.0,KEN,8.0,0.66,40482.0,9.0,0.66,0.0,0.0,1.0,346.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,117.0,1.0,1.0,0.0,1,0.66,T1
8814,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,3,0.66,1.0,7.0,0.0,KEN,8.0,0.66,20100.0,9.0,0.66,0.0,0.0,1.0,150.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,134.0,1.0,1.0,0.0,1,0.66,T2
8815,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,3,0.66,0.0,7.0,0.0,KEN,8.0,0.66,27686.0,9.0,0.66,0.0,0.0,1.0,218.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,127.0,1.0,1.0,0.0,1,0.66,T3
8816,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,3,0.66,1.0,7.0,0.0,KEN,8.0,0.66,0.0,9.0,0.66,0.0,0.0,1.0,0.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,144.0,1.0,1.0,0.0,1,0.66,T4
8817,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,3,0.66,1.0,7.0,0.0,KEN,8.0,0.66,21147.0,9.0,0.66,0.0,0.0,1.0,159.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,133.0,1.0,1.0,0.0,1,0.66,T5
8818,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,4,0.66,0.0,7.0,0.0,KEN,8.0,0.66,29000.0,9.0,0.66,0.0,0.0,1.0,232.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,125.0,1.0,1.0,0.0,1,0.66,T1
8819,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,4,0.66,1.0,7.0,0.0,KEN,8.0,0.66,23318.0,9.0,0.66,0.0,0.0,1.0,178.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,131.0,1.0,1.0,0.0,1,0.66,T2
8820,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,4,0.66,0.0,7.0,0.0,KEN,8.0,0.66,23400.0,9.0,0.66,0.0,0.0,1.0,180.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,130.0,1.0,1.0,0.0,1,0.66,T3
8821,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,4,0.66,1.0,7.0,0.0,KEN,8.0,0.66,14280.0,9.0,0.66,0.0,0.0,1.0,105.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,136.0,1.0,1.0,0.0,1,0.66,T4
8822,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,4,0.66,1.0,7.0,0.0,KEN,8.0,0.66,21546.0,9.0,0.66,0.0,0.0,1.0,162.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,133.0,1.0,1.0,0.0,1,0.66,T5
8823,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,5,0.66,0.0,7.0,0.0,KEN,8.0,0.66,35400.0,9.0,0.66,0.0,0.0,1.0,295.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,120.0,1.0,1.0,0.0,1,0.66,T1
8824,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,5,0.66,1.0,7.0,0.0,KEN,8.0,0.66,31242.0,9.0,0.66,0.0,0.0,1.0,246.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,127.0,1.0,1.0,0.0,1,0.66,T2
8825,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,5,0.66,0.0,7.0,0.0,KEN,8.0,0.66,23790.0,9.0,0.66,0.0,0.0,1.0,183.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,130.0,1.0,1.0,0.0,1,0.66,T3
8826,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,5,0.66,1.0,7.0,0.0,KEN,8.0,0.66,35250.0,9.0,0.66,0.0,0.0,1.0,282.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,125.0,1.0,1.0,0.0,1,0.66,T4
8827,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,5,0.66,1.0,7.0,0.0,KEN,8.0,0.66,44226.0,9.0,0.66,0.0,0.0,1.0,378.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,117.0,1.0,1.0,0.0,1,0.66,T5
8828,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,6,0.66,0.0,7.0,0.0,KEN,8.0,0.66,27178.0,9.0,0.66,0.0,0.0,1.0,214.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,127.0,1.0,1.0,0.0,1,0.66,T1
8829,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,6,0.66,1.0,7.0,0.0,KEN,8.0,0.66,10008.0,9.0,0.66,0.0,0.0,1.0,72.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,139.0,1.0,1.0,0.0,1,0.66,T2
8830,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,6,0.66,0.0,7.0,0.0,KEN,8.0,0.66,25929.0,9.0,0.66,0.0,0.0,1.0,201.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,129.0,1.0,1.0,0.0,1,0.66,T3
8831,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,6,0.66,1.0,7.0,0.0,KEN,8.0,0.66,27904.0,9.0,0.66,0.0,0.0,1.0,218.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,128.0,1.0,1.0,0.0,1,0.66,T4
8832,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,6,0.66,1.0,7.0,0.0,KEN,8.0,0.66,35014.0,9.0,0.66,0.0,0.0,1.0,287.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,122.0,1.0,1.0,0.0,1,0.66,T5
8833,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,7,0.66,0.0,7.0,0.0,KEN,8.0,0.66,28375.0,9.0,0.66,0.0,0.0,1.0,227.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,125.0,1.0,1.0,0.0,1,0.66,T1
8834,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,7,0.66,1.0,7.0,0.0,KEN,8.0,0.66,30734.0,9.0,0.66,0.0,0.0,1.0,242.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,127.0,1.0,1.0,0.0,1,0.66,T2
8835,1.0,0.0,0.66,8.0,56.0,0.0,0.66,0.0,7,0.66,0.0,7.0,0.0,KEN,8.0,0.66,31744.0,9.0,0.66,0.0,0.0,1.0,256.0,1.0,0.33,62.0,6GAT,0.0,0.66,46.0,0.0,0.0,42.0,124.0,1.0,1.0,0.0,1,0.66,T3
